UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
4590,L50174,L,300.5,309.8,1461,52.5,146,0,No Failure
4591,L50175,L,300.5,309.8,1550,37.4,148,0,No Failure
4592,M17856,M,300.5,309.8,1508,37.8,150,0,No Failure
4593,L50177,L,300.5,309.8,1345,62.7,153,0,No Failure
4594,L50178,L,300.5,309.7,1616,34.5,155,0,No Failure
4595,L50179,L,300.5,309.7,1395,61,157,0,No Failure
4596,L50181,L,300.5,309.8,1445,43.9,164,0,No Failure
4598,M17862,M,300.5,309.8,1555,38.9,166,0,No Failure
4599,M17863,M,300.6,309.9,1449,42.4,169,0,No Failure
4600,M17864,M,300.5,309.9,1466,53.2,172,0,No Failure
4603,L50185,L,300.5,309.9,1503,37.4,175,0,No Failure
4604,L50186,L,300.4,309.7,1488,35.7,177,0,No Failure
4605,L50187,L,300.4,309.7,1314,50.2,179,0,No Failure
4606,M17868,M,300.4,309.7,1547,38,181,0,No Failure
4607,M17869,M,300.4,309.7,1466,39.8,184,0,No Failure
4608,L50190,L,300.3,309.6,1537,37.1,187,0,No Failure
4609,M17871,M,300.2,309.5,1434,51.5,189,0,No Failure
4610,L50192,L,300.4,309.6,1432,44.7,192,0,No Failure
4611,L50193,L,300.5,309.6,1390,48.4,194,0,No Failure
4613,L50194,L,300.5,309.7,1580,42.8,196,0,No Failure
4614,L50195,L,300.5,309.7,1589,30.5,198,0,No Failure
4615,L50196,L,300.5,309.8,1441,48.8,200,0,No Failure
4616,L50197,L,300.5,309.8,1305,51.7,202,0,No Failure
4617,M17878,M,300.5,309.8,1566,35.9,204,0,No Failure
4618,L50200,L,300.4,309.6,1543,38.1,209,0,No Failure
4620,L50201,L,300.5,309.8,1421,49.6,211,0,No Failure
4623,L50202,L,300.5,309.6,1760,30.6,213,0,No Failure
4624,L50203,L,300.4,309.5,1711,29.2,215,0,No Failure
4625,L50204,L,300.5,309.6,1465,41.6,217,0,No Failure
4626,L50205,L,300.5,309.6,1366,50.2,219,0,No Failure
4627,M17886,M,300.4,309.5,1888,21.9,221,0,No Failure
4628,L50207,L,300.5,309.5,1777,23.6,0,0,No Failure
4629,L50208,L,300.5,309.5,1379,55.6,2,0,No Failure
4630,L50209,L,300.4,309.5,1525,51.3,4,0,No Failure
4631,M17890,M,300.4,309.6,1563,34,6,0,No Failure
4632,M17891,M,300.5,309.7,1389,43.3,9,0,No Failure
4634,M17892,M,300.6,309.8,1447,42.9,12,0,No Failure
4635,M17893,M,300.6,309.7,1934,22.8,15,0,No Failure
4636,H32448,H,300.6,309.7,1470,43.8,18,0,No Failure
4637,M17895,M,300.6,309.7,1428,42.6,23,0,No Failure
4638,L50216,L,300.4,309.6,1319,48.1,26,0,No Failure
4639,L50217,L,300.5,309.7,1887,24.3,28,0,No Failure
4640,L50218,L,300.4,309.5,1349,50.4,30,0,No Failure
4641,M17899,M,300.3,309.5,1665,31.4,32,0,No Failure
4642,L50220,L,300.3,309.5,1474,38.7,35,0,No Failure
4645,L50221,L,300.4,309.5,1543,38.9,37,0,No Failure
4646,M17902,M,300.2,309.4,1459,43.9,39,0,No Failure
4648,L50223,L,300.3,309.5,1551,37.9,42,0,No Failure
4649,L50224,L,300.2,309.4,1981,21.4,44,0,No Failure
4650,L50225,L,300.2,309.4,1526,35.3,46,0,No Failure
4651,M17906,M,300.2,309.4,1501,40,48,0,No Failure
4653,L50227,L,300.2,309.4,1558,38.3,51,0,No Failure
4654,L50228,L,300.2,309.3,1532,43.2,53,0,No Failure
4655,L50229,L,300.1,309.2,1326,55.9,55,0,No Failure
4656,L50230,L,300.2,309.2,1431,51.3,57,0,No Failure
4657,L50231,L,300.2,309.3,1366,49.3,59,0,No Failure
4658,L50232,L,300.1,309.2,1421,42.5,61,0,No Failure
4659,H32467,H,300.2,309.3,1506,35.6,63,0,No Failure
4660,H32468,H,300.2,309.3,1342,48.7,68,0,No Failure
4661,L50235,L,300.1,309.2,1427,37.6,73,0,No Failure
4663,L50236,L,300.2,309.2,1667,29.9,75,0,No Failure
4664,L50237,L,300.1,309.1,1400,46.7,77,0,No Failure
4665,L50238,L,300,309,1709,32.1,79,0,No Failure
4667,M17919,M,300,309,1368,45.8,81,0,No Failure
4668,L50240,L,300,309.1,1882,23.8,84,0,No Failure
4669,L50241,L,300.1,309.1,1353,58.7,86,0,No Failure
4671,L50242,L,299.9,309,1553,40,88,0,No Failure
4672,L50243,L,300,309.1,1431,45.4,90,0,No Failure
4673,M17924,M,300.1,309.1,1731,30.4,92,0,No Failure
4674,M17925,M,300.1,309.2,1687,27.7,95,0,Random Failures
4675,M17926,M,300.1,309.2,1457,44.3,98,0,No Failure
4676,L50247,L,300.1,309.2,1533,37,101,0,No Failure
4677,H32482,H,300,309,1622,31.8,103,0,No Failure
4678,L50249,L,300,309.1,1791,28.2,108,0,No Failure
4679,L50250,L,300,309.1,1631,28.3,110,0,No Failure
4680,L50251,L,300,309,2174,16.9,112,0,No Failure
4681,L50252,L,300.1,309,1314,58.2,114,0,No Failure
4682,L50253,L,300.1,309.1,1478,46.9,116,0,No Failure
4683,L50254,L,300.1,309.2,1783,27.3,118,0,No Failure
4684,M17935,M,300.1,309.2,1385,46.1,120,0,No Failure
4686,L50256,L,300,309.2,1444,43.6,123,0,No Failure
4687,L50257,L,300.1,309.3,1841,23,125,0,No Failure
4688,M17938,M,300.1,309.4,1349,56.2,127,0,No Failure
4689,L50259,L,300.1,309.3,1340,56,130,0,No Failure
4690,M17940,M,299.9,309.2,1539,43.2,132,0,No Failure
4691,M17941,M,300,309.3,1932,21.8,135,0,No Failure
4692,M17942,M,300,309.3,1407,43.9,138,0,No Failure
4693,L50263,L,300.1,309.3,1712,28.5,141,0,No Failure
4694,H32498,H,300.1,309.4,1329,55.2,143,0,No Failure
4695,L50265,L,300.1,309.2,1441,42.9,148,0,No Failure
4696,L50266,L,300,309.2,1610,32.1,150,0,No Failure
4697,M17947,M,300,309.1,1474,45.2,152,0,No Failure
4698,M17948,M,300,309.1,1624,30.8,155,0,No Failure
4699,H32503,H,300.1,309.3,1520,38.2,158,0,No Failure
4700,H32504,H,300.1,309.3,1448,45.8,163,0,No Failure
4701,L50271,L,300,309.3,1558,29.7,168,0,No Failure
4702,M17952,M,300,309.3,2293,16.3,170,0,No Failure
4704,L50273,L,300,309.3,1397,51.2,173,0,No Failure
4705,L50274,L,300,309.3,1972,22,175,0,No Failure
4706,M17955,M,299.9,309.2,1574,36.5,177,0,No Failure
4707,L50276,L,299.9,309.2,1560,38.9,180,0,No Failure
4708,M17957,M,299.9,309.2,1353,49.8,182,0,No Failure
4709,M17958,M,299.9,309.2,1389,51.2,185,0,No Failure
4710,M17959,M,299.9,309.1,1513,43.8,188,0,No Failure
4711,L50280,L,299.8,309.1,1578,42.1,191,0,No Failure
4712,H32515,H,299.8,309,1467,37.3,193,0,No Failure
4713,L50282,L,299.9,309.1,1412,48.3,198,0,No Failure
4714,L50283,L,299.8,309.1,1668,30.3,200,0,No Failure
4715,M17964,M,299.8,309.2,1678,29.8,202,0,No Failure
4716,L50285,L,299.8,309.1,1612,35.4,205,0,No Failure
4717,L50286,L,299.8,309.1,1485,39.9,207,0,No Failure
4718,M17967,M,299.8,309.1,1456,39.4,209,0,No Failure
4720,L50288,L,299.8,309.2,1504,38.7,212,0,No Failure
4722,L50289,L,299.9,309.2,1491,44.3,214,0,No Failure
4723,H32524,H,299.9,309.2,1525,33.2,0,0,No Failure
4725,L50291,L,300,309.2,1759,27.9,5,0,No Failure
4726,M17972,M,299.8,309.1,1355,56.7,7,0,No Failure
4727,M17973,M,299.9,309.1,1345,56.8,10,0,No Failure
4729,M17974,M,299.9,309.2,1683,30.5,13,0,No Failure
4731,L50295,L,299.9,309.2,1658,34.8,16,0,No Failure
4733,L50296,L,300,309.2,1566,34.4,18,0,No Failure
4734,M17977,M,300.1,309.3,1469,43.9,20,0,No Failure
4735,M17978,M,300.2,309.5,1458,46.9,23,0,No Failure
4736,L50299,L,300.1,309.4,1858,23.6,26,0,No Failure
4737,H32534,H,300.1,309.4,1563,40.8,28,0,No Failure
4739,L50301,L,300.1,309.4,2141,17.9,33,0,No Failure
4741,L50302,L,300,309.3,1473,46,35,0,No Failure
4742,H32537,H,300,309.4,1498,38.5,37,0,No Failure
4743,L50304,L,300.1,309.4,1568,39.7,42,0,No Failure
4744,L50305,L,300.1,309.4,1694,27.4,44,0,No Failure
4745,L50306,L,300,309.4,1499,35.7,46,0,No Failure
4746,L50307,L,300,309.5,1717,28.3,48,0,No Failure
4747,M17988,M,300.1,309.5,1462,42.8,50,0,No Failure
4748,L50309,L,300.1,309.6,1642,34.5,53,0,No Failure
4750,L50310,L,300.1,309.6,1760,25.4,55,0,No Failure
4751,L50311,L,300.1,309.5,1660,32.7,57,0,No Failure
4752,L50312,L,300.1,309.5,1557,40.6,59,0,No Failure
4753,H32547,H,300.2,309.6,1442,49.2,61,0,No Failure
4754,L50314,L,300.2,309.6,1359,51.5,66,0,No Failure
4755,L50315,L,300.4,309.8,1342,52.5,68,0,No Failure
4757,L50316,L,300.4,309.9,1435,54.8,70,0,No Failure
4758,L50317,L,300.4,309.9,1567,36.5,72,0,No Failure
4759,L50318,L,300.4,309.9,1376,43.5,74,0,No Failure
4761,H32553,H,300.4,309.9,1513,38.7,76,0,No Failure
4764,L50321,L,300.5,310,1521,45.1,86,0,No Failure
4765,L50322,L,300.6,310,1658,34.7,88,0,No Failure
4766,H32557,H,300.6,310,1419,42.4,90,0,No Failure
4767,M18004,M,300.6,310,1478,36.3,95,0,No Failure
4768,M18005,M,300.5,310,1415,43.5,98,0,No Failure
4770,M18006,M,300.5,309.9,1780,26.5,101,0,No Failure
4772,M18007,M,300.4,309.7,1440,42.8,104,0,No Failure
4773,H32562,H,300.4,309.8,1448,39.7,107,0,No Failure
4774,H32563,H,300.4,309.7,1500,35.2,112,0,No Failure
4775,L50330,L,300.4,309.8,1513,32.9,117,0,No Failure
4776,L50331,L,300.5,309.8,1428,43.8,119,0,No Failure
4777,M18012,M,300.5,309.8,1473,42.3,121,0,No Failure
4778,M18013,M,300.5,309.9,1483,49.3,124,0,No Failure
4780,L50334,L,300.4,309.7,1534,42.5,127,0,No Failure
4781,L50335,L,300.5,309.8,1367,54,129,0,No Failure
4782,L50336,L,300.4,309.7,1467,36.9,131,0,No Failure
4783,M18017,M,300.4,309.7,1488,42.2,133,0,No Failure
4784,L50338,L,300.4,309.7,1679,30.1,136,0,No Failure
4785,H32573,H,300.4,309.8,1409,47.5,138,0,No Failure
4786,M18020,M,300.4,309.7,1367,51.2,143,0,No Failure
4787,L50341,L,300.4,309.8,1314,63.1,146,0,No Failure
4788,L50342,L,300.5,309.9,1480,40,148,0,No Failure
4789,L50343,L,300.4,309.8,1549,38.9,150,0,No Failure
4790,L50344,L,300.4,309.7,1685,31.3,152,0,No Failure
4791,L50345,L,300.4,309.6,1536,34.5,154,0,No Failure
4792,M18026,M,300.4,309.7,1539,37.7,156,0,No Failure
4793,L50347,L,300.4,309.7,1384,45.1,159,0,No Failure
4794,M18028,M,300.4,309.6,1614,30.3,161,0,No Failure
4795,M18029,M,300.4,309.6,1675,35.5,164,0,No Failure
4796,M18030,M,300.4,309.7,1685,32.3,167,0,No Failure
4797,L50351,L,300.4,309.6,1386,56.9,170,0,No Failure
4798,M18032,M,300.3,309.6,1488,41.3,172,0,No Failure
4799,L50353,L,300.3,309.6,1624,32.6,175,0,No Failure
4800,L50354,L,300.3,309.6,1600,34.6,177,0,No Failure
4801,L50355,L,300.3,309.6,1468,44.7,179,0,No Failure
4802,L50356,L,300.3,309.6,1435,45.4,181,0,No Failure
4803,M18037,M,300.2,309.5,1564,33.4,183,0,No Failure
4804,M18038,M,300.2,309.4,1329,53.6,186,0,No Failure
4805,L50359,L,300.1,309.3,1570,36.8,189,0,No Failure
4806,M18040,M,300.2,309.4,1433,48.8,191,0,No Failure
4807,L50361,L,300.2,309.4,1527,37,194,0,No Failure
4808,M18042,M,300.1,309.3,1443,50.3,196,0,No Failure
4809,L50363,L,300.1,309.3,1616,32,199,0,No Failure
4810,L50364,L,300.1,309.3,1654,31,201,0,No Failure
4811,L50365,L,300.1,309.3,1685,27.1,203,0,No Failure
4812,M18046,M,300.2,309.4,1456,48.8,205,0,No Failure
4813,M18047,M,300.2,309.4,1752,27.8,208,0,No Failure
4814,M18048,M,300.1,309.2,1438,51,211,0,No Failure
4816,L50369,L,300.1,309.1,1551,33.7,214,0,No Failure
4818,L50370,L,300.1,309.2,1599,30.1,216,0,No Failure
4819,M18051,M,300.1,309.2,1732,33.7,218,0,No Failure
4820,M18052,M,300.1,309.2,1418,39.8,221,0,No Failure
4821,L50373,L,300,309.1,1401,44.5,0,0,No Failure
4822,L50374,L,300,309,1454,51.7,2,0,No Failure
4823,M18055,M,300,309.2,1635,32.4,4,0,No Failure
4824,L50376,L,300,309.1,1489,40.3,7,0,No Failure
4825,L50377,L,300,309.1,1465,40.6,9,0,No Failure
4826,M18058,M,300,309.1,1463,45.7,11,0,No Failure
4827,H32613,H,300.1,309.1,1560,35.4,14,0,No Failure
4828,M18060,M,300.1,309.2,1454,44.4,19,0,No Failure
4829,L50381,L,300.2,309.1,1479,47,22,0,No Failure
4830,L50382,L,300.2,309.2,1430,43.4,24,0,No Failure
4831,M18063,M,300.1,309.1,1533,38,26,0,No Failure
4833,L50384,L,300.1,309,1404,54.8,29,0,No Failure
4835,M18065,M,300.1,308.9,1548,38.4,31,0,No Failure
4836,M18066,M,300.1,309,1612,33,34,0,No Failure
4838,M18067,M,300.2,309,1642,31.2,37,0,No Failure
4839,M18068,M,300.2,309.1,1406,42.2,40,0,No Failure
4840,L50389,L,300.3,309.2,1587,31.4,43,0,No Failure
4842,M18070,M,300.3,309.2,1364,47.6,45,0,No Failure
4843,L50391,L,300.3,309.2,1462,51.4,48,0,No Failure
4844,L50392,L,300.3,309.2,1649,32.4,50,0,No Failure
4846,L50393,L,300.4,309.2,1752,29,52,0,No Failure
4847,H32628,H,300.4,309.3,1396,51.2,54,0,No Failure
4848,M18075,M,300.5,309.4,2179,16.3,59,0,No Failure
4849,L50396,L,300.5,309.5,1653,27.6,62,0,No Failure
4850,L50397,L,300.6,309.5,2025,21.4,64,0,No Failure
4851,L50398,L,300.6,309.6,1426,53.6,66,0,No Failure
4853,M18079,M,300.6,309.6,1503,38.4,68,0,No Failure
4854,M18080,M,300.7,309.6,1525,36.5,71,0,No Failure
4855,L50401,L,300.6,309.6,1423,49.1,74,0,No Failure
4856,M18082,M,300.7,309.7,1435,44.7,76,0,No Failure
4857,H32637,H,300.6,309.5,1495,36.5,79,0,No Failure
4858,M18084,M,300.6,309.5,1557,33.8,84,0,No Failure
4859,L50405,L,300.6,309.4,1474,40.7,87,0,No Failure
4860,L50406,L,300.5,309.3,1465,46,89,0,No Failure
4861,M18087,M,300.5,309.3,1589,34.9,91,0,No Failure
4862,L50408,L,300.5,309.3,1475,46.8,94,0,No Failure
4863,L50409,L,300.6,309.4,1442,43.2,96,0,No Failure
4864,L50410,L,300.6,309.4,1556,36,98,0,No Failure
4865,L50411,L,300.7,309.3,1425,45.3,100,0,No Failure
4866,L50412,L,300.7,309.3,1580,38.3,102,0,No Failure
4867,H32647,H,300.8,309.4,1474,40.7,104,0,No Failure
4868,L50414,L,300.8,309.4,1489,38.4,109,0,No Failure
4869,L50415,L,300.8,309.4,1946,20.5,111,0,No Failure
4870,M18097,M,300.9,309.5,1758,26.8,116,0,No Failure
4871,M18098,M,300.9,309.4,1724,25.6,119,0,No Failure
4872,L50419,L,301,309.5,1430,48.5,122,0,No Failure
4873,L50420,L,300.9,309.5,1612,35.2,124,0,No Failure
4874,H32655,H,300.9,309.5,1469,43.4,126,0,No Failure
4875,L50422,L,300.9,309.6,1384,42.4,131,0,No Failure
4876,L50423,L,301,309.6,1724,28.1,133,0,No Failure
4877,M18104,M,301,309.6,1397,48,135,0,No Failure
4878,M18105,M,301,309.6,1588,32.7,138,0,No Failure
4879,L50426,L,301,309.7,1468,42,141,0,No Failure
4880,M18107,M,301,309.8,1594,31.1,143,0,No Failure
4881,M18108,M,301,309.7,1511,39.3,146,0,No Failure
4882,L50429,L,301.1,309.8,1493,38.9,149,0,No Failure
4883,H32664,H,301.2,309.8,1709,27,151,0,No Failure
4884,L50431,L,301.1,309.6,1501,36.1,156,0,No Failure
4885,L50432,L,301.1,309.7,1668,30.8,158,0,No Failure
4886,L50433,L,301.1,309.6,1502,48.9,160,0,No Failure
4887,M18114,M,301,309.7,1288,58.4,162,0,No Failure
4888,L50435,L,301,309.7,1491,42.9,165,0,No Failure
4889,L50436,L,301.1,309.8,1519,39.6,167,0,No Failure
4890,L50437,L,301.2,309.9,1984,19.7,169,0,No Failure
4891,L50438,L,301.2,309.9,1643,32.9,171,0,No Failure
4892,M18119,M,301.2,310,1625,31.6,173,0,No Failure
4893,M18120,M,301.3,310,2068,17.8,176,0,No Failure
4894,H32675,H,301.3,310.1,1469,39.7,179,0,No Failure
4895,L50442,L,301.3,310.1,1558,36.3,184,0,No Failure
4896,L50443,L,301.3,310,1344,54.8,186,0,No Failure
4897,H32678,H,301.3,310.1,1455,44.1,188,0,No Failure
4898,L50445,L,301.3,310.1,1355,53.6,193,0,No Failure
4899,L50447,L,301.3,310,1550,41.5,197,0,No Failure
4900,M18128,M,301.3,310.1,1525,37.8,199,0,No Failure
4901,M18129,M,301.3,310,1696,32.4,202,0,No Failure
4902,L50450,L,301.4,310.1,1937,21.8,205,0,No Failure
4903,M18131,M,301.4,310,1689,32.1,207,0,No Failure
4904,M18132,M,301.3,310,1593,30.8,210,0,No Failure
4905,M18133,M,301.3,309.9,1565,36,213,0,No Failure
4906,L50454,L,301.3,310,1665,31.4,0,0,No Failure
4907,H32689,H,301.3,310,1532,36.3,2,0,No Failure
4908,L50456,L,301.3,310,1438,40.9,7,0,No Failure
4909,L50457,L,301.3,310.1,1531,41.6,9,0,No Failure
4910,L50458,L,301.3,310,1506,40.8,11,0,No Failure
4911,L50459,L,301.2,309.9,1382,52.4,13,0,No Failure
4912,M18140,M,301.2,309.9,1456,50.8,15,0,No Failure
4913,M18141,M,301.2,310,1445,45.6,18,0,No Failure
4914,L50462,L,301.2,309.9,1515,40.9,21,0,No Failure
4915,L50463,L,301.2,309.9,1449,45.5,23,0,No Failure
4916,H32698,H,301.2,309.9,1362,50.7,25,0,No Failure
4917,L50465,L,301.2,309.9,1687,29.7,30,0,No Failure
4918,L50466,L,301.2,310,1618,37.6,32,0,No Failure
4919,M18147,M,301.2,310.1,1558,32.6,34,0,No Failure
4920,L50468,L,301.3,310.1,1662,31,37,0,No Failure
4922,M18149,M,301.2,310.1,1295,56.6,39,0,No Failure
4923,L50470,L,301.2,310.2,1385,42.3,42,0,No Failure
4924,M18151,M,301.2,310.1,1479,45.5,44,0,No Failure
4925,L50472,L,301.3,310.3,1400,44.3,47,0,No Failure
4926,M18153,M,301.2,310.3,1357,54.5,49,0,No Failure
4927,L50474,L,301.1,310.2,1657,34.1,52,0,No Failure
4928,L50475,L,301.1,310.2,1496,43.4,54,0,No Failure
4929,M18156,M,301.2,310.3,1379,43.2,56,0,No Failure
4930,L50477,L,301.2,310.3,1548,38.6,59,0,No Failure
4931,L50478,L,301.2,310.3,1499,38.1,61,0,No Failure
4932,L50479,L,301.3,310.5,1390,45.8,63,0,No Failure
4933,H32714,H,301.3,310.4,1538,38.4,65,0,No Failure
4934,L50481,L,301.3,310.5,1365,47.7,70,0,No Failure
4935,L50482,L,301.3,310.5,1503,48.6,72,0,No Failure
4936,L50483,L,301.2,310.4,1390,49.9,74,0,No Failure
4938,L50484,L,301.2,310.3,1497,45.7,76,0,No Failure
4939,M18165,M,301.3,310.4,1577,48.3,78,0,No Failure
4940,L50486,L,301.4,310.5,1432,54.3,81,0,No Failure
4941,M18167,M,301.4,310.5,1563,39.9,83,0,No Failure
4942,L50488,L,301.4,310.4,1433,43.4,86,0,No Failure
4943,L50489,L,301.3,310.4,1384,50.1,88,0,No Failure
4944,L50490,L,301.3,310.4,1346,46.7,90,0,No Failure
4945,L50491,L,301.3,310.4,1459,44.7,92,0,No Failure
4946,L50492,L,301.4,310.4,1639,28.9,94,0,No Failure
4947,L50493,L,301.4,310.4,1737,31.9,96,0,No Failure
4948,L50494,L,301.4,310.5,1489,43.5,98,0,No Failure
4949,M18175,M,301.5,310.6,1492,43,100,0,No Failure
4950,M18176,M,301.4,310.5,1217,60.6,103,0,No Failure
4951,L50497,L,301.5,310.5,1636,28.7,106,0,No Failure
4952,L50498,L,301.4,310.4,1436,49.7,108,0,No Failure
4953,L50499,L,301.4,310.4,1689,30.6,110,0,No Failure
4954,L50500,L,301.5,310.5,2289,16.4,112,0,No Failure
4955,L50501,L,301.5,310.6,1522,41,114,0,No Failure
4956,L50502,L,301.5,310.5,1351,52.9,116,0,No Failure
4957,L50503,L,301.5,310.5,1589,36.7,118,0,No Failure
4958,L50504,L,301.5,310.6,1578,34.1,120,0,No Failure
4959,L50505,L,301.5,310.6,1587,33.7,122,0,No Failure
4960,L50506,L,301.5,310.6,1962,20.2,124,0,No Failure
4961,M18187,M,301.5,310.6,2432,14.2,126,0,No Failure
4962,L50508,L,301.6,310.6,1418,43.9,129,0,No Failure
4963,L50509,L,301.6,310.7,1683,29.7,131,0,No Failure
4964,L50510,L,301.7,310.8,1385,50.7,133,0,No Failure
4965,L50511,L,301.7,310.8,1559,44.5,135,0,No Failure
4966,M18192,M,301.7,310.8,1671,31.6,137,0,No Failure
4967,M18193,M,301.6,310.8,1343,49.5,140,0,No Failure
4968,M18194,M,301.6,310.8,1548,34.2,143,0,No Failure
4969,L50515,L,301.7,310.9,1705,31.2,146,0,No Failure
4970,L50516,L,301.6,310.8,1535,35.4,148,0,No Failure
4971,L50517,L,301.6,310.8,1564,34.1,150,0,No Failure
4972,M18198,M,301.6,310.9,1510,40.9,152,0,No Failure
4973,L50519,L,301.6,310.9,1492,45.2,155,0,No Failure
4974,M18200,M,301.5,310.8,1452,44.1,157,0,No Failure
4975,H32755,H,301.4,310.7,1329,52,160,0,No Failure
4976,L50522,L,301.5,310.8,1382,52.4,165,0,No Failure
4978,M18203,M,301.5,310.8,1628,36.4,167,0,No Failure
4979,L50524,L,301.4,310.7,1706,27.9,170,0,No Failure
4980,L50525,L,301.3,310.7,1594,34.1,172,0,No Failure
4981,L50526,L,301.3,310.7,1761,24.3,174,0,No Failure
4982,L50527,L,301.3,310.6,1529,41.8,176,0,No Failure
4983,M18208,M,301.3,310.7,1532,40.7,178,0,No Failure
4984,L50529,L,301.4,310.7,1673,27.8,181,0,No Failure
4986,L50531,L,301.4,310.8,1680,31.4,185,0,No Failure
4987,L50532,L,301.4,310.8,1610,34.6,187,0,No Failure
4988,L50533,L,301.6,310.9,1632,31.6,189,0,No Failure
4990,L50534,L,301.6,310.9,1559,40.2,191,0,No Failure
4991,L50535,L,301.5,310.8,1367,49,193,0,No Failure
4992,H32771,H,301.6,310.7,1414,51.7,197,0,No Failure
4993,L50538,L,301.5,310.6,1522,36.6,202,0,No Failure
4994,L50539,L,301.5,310.6,1525,41.9,204,0,No Failure
4995,L50540,L,301.5,310.6,1394,46.5,206,0,No Failure
4996,L50541,L,301.5,310.6,1519,40.7,208,0,No Failure
4997,L50542,L,301.4,310.6,1445,43.9,210,0,No Failure
4999,L50543,L,301.4,310.6,1555,43.3,212,0,No Failure
5000,L50544,L,301.4,310.5,1633,39.5,0,0,No Failure
5001,M18225,M,301.4,310.6,1630,30.3,2,0,No Failure
5002,M18226,M,301.4,310.7,1692,32.3,5,0,No Failure
5003,H32781,H,301.5,310.7,1790,26.2,8,0,No Failure
5004,L50548,L,301.5,310.8,1350,58.5,13,0,No Failure
5005,L50550,L,301.4,310.7,1584,32.2,17,0,No Failure
5006,L50551,L,301.4,310.7,1989,21.8,19,0,No Failure
5007,L50552,L,301.4,310.8,1431,44.3,21,0,No Failure
5008,L50553,L,301.4,310.7,1568,35.2,23,0,No Failure
5009,L50554,L,301.4,310.7,1376,50.6,25,0,No Failure
5010,M18235,M,301.4,310.6,1459,46.9,27,0,No Failure
5011,M18236,M,301.5,310.8,1385,47.5,30,0,No Failure
5012,H32791,H,301.5,310.8,1591,29.6,33,0,No Failure
5013,L50558,L,301.5,310.7,1568,33.1,38,0,No Failure
5014,M18239,M,301.4,310.7,1459,37.7,40,0,No Failure
5015,L50560,L,301.4,310.7,1590,36.3,43,0,No Failure
5016,L50561,L,301.3,310.6,1376,47.6,45,0,No Failure
5017,L50562,L,301.3,310.6,1510,38.5,47,0,No Failure
5018,H32797,H,301.4,310.6,1674,33.6,49,0,No Failure
5019,L50564,L,301.3,310.6,1426,40.7,54,0,No Failure
5020,L50565,L,301.5,310.7,1466,43.6,56,0,No Failure
5021,H32800,H,301.5,310.8,1474,38.7,58,0,No Failure
5022,M18247,M,301.6,310.8,1290,65.3,63,0,No Failure
5023,M18248,M,301.7,310.9,1435,48,66,0,No Failure
5024,M18249,M,301.5,310.7,1416,53.2,69,0,No Failure
5025,H32804,H,301.5,310.7,1599,40.4,72,0,No Failure
5026,L50571,L,301.5,310.7,1466,47.3,77,0,No Failure
5027,L50572,L,301.5,310.7,1408,47.3,79,0,No Failure
5028,L50573,L,301.5,310.6,1490,48.1,81,0,No Failure
5029,L50574,L,301.5,310.6,1405,42.3,83,0,No Failure
5030,L50575,L,301.4,310.5,1647,33.3,85,0,No Failure
5031,M18256,M,301.4,310.6,1459,35,87,0,No Failure
5032,L50577,L,301.4,310.6,1648,30.7,90,0,No Failure
5033,L50578,L,301.4,310.7,1675,30.7,92,0,No Failure
5034,L50579,L,301.4,310.7,1605,34.2,94,0,No Failure
5035,H32814,H,301.4,310.7,1536,44.4,96,0,No Failure
5036,M18261,M,301.4,310.7,1617,34.3,101,0,No Failure
5037,L50582,L,301.4,310.6,1347,53.3,104,0,No Failure
5038,L50583,L,301.3,310.5,1337,52.7,106,0,No Failure
5039,L50584,L,301.3,310.4,1695,30.9,108,0,No Failure
5040,M18265,M,301.3,310.4,1635,32.5,110,0,No Failure
5041,L50586,L,301.2,310.4,1470,44,113,0,No Failure
5042,L50587,L,301.2,310.4,1381,49.8,115,0,No Failure
5043,M18268,M,301.2,310.4,1382,41.6,117,0,No Failure
5044,M18269,M,301.2,310.4,1697,30,120,0,No Failure
5045,L50590,L,301.2,310.3,1451,39.7,123,0,No Failure
5046,L50591,L,301.3,310.3,1419,55.7,125,0,No Failure
5047,L50592,L,301.3,310.3,1313,55.6,127,0,No Failure
5048,L50593,L,301.3,310.3,1560,36.3,129,0,No Failure
5050,L50594,L,301.3,310.3,1555,41.2,131,0,No Failure
5051,L50595,L,301.4,310.4,1579,36.9,133,0,No Failure
5052,L50596,L,301.5,310.5,1435,44.6,135,0,No Failure
5053,L50597,L,301.6,310.6,1621,33.7,137,0,No Failure
5054,H32832,H,301.6,310.6,1555,40.4,139,0,No Failure
5055,L50599,L,301.5,310.5,1611,33.8,144,0,No Failure
5056,L50600,L,301.6,310.6,1834,23.5,146,0,No Failure
5057,M18281,M,301.5,310.5,1612,29.8,148,0,No Failure
5058,L50602,L,301.5,310.4,1629,34.1,151,0,No Failure
5059,L50603,L,301.4,310.4,1496,35.2,153,0,No Failure
5060,L50604,L,301.5,310.5,1593,32.9,155,0,No Failure
5061,M18285,M,301.5,310.5,1623,33.5,157,0,No Failure
5063,L50606,L,301.5,310.5,1380,48.7,160,0,No Failure
5064,L50607,L,301.6,310.6,1562,34.4,162,0,No Failure
5065,L50608,L,301.6,310.6,1391,49.4,164,0,No Failure
5066,H32843,H,301.5,310.5,1551,34.3,166,0,No Failure
